date,nav,fund_name,fund_code,category,short_name
2016-12-26,20.5852,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2016-12-27,20.8707,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2016-12-28,21.0079,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2016-12-29,21.2108,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2016-12-30,21.3362,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-02,21.4458,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-03,21.616,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-04,21.6892,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-05,21.907,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-06,21.85,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-09,21.8605,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-10,22.0241,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-11,22.2787,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-12,22.2967,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-13,22.2761,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-16,22.3479,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-17,22.3448,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-18,22.4306,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-19,22.5407,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-20,22.3704,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-23,22.5596,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-24,22.8278,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-25,23.0361,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-27,23.1507,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-30,23.0485,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-01-31,22.9015,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-01,23.3752,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-02,23.4478,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-03,23.6492,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-06,23.9357,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-07,23.9408,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-08,24.0741,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-09,24.2231,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-10,24.2514,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-13,24.1902,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-14,24.0601,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-15,23.7705,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-16,23.9949,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-17,24.068,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-20,24.213,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-21,24.374,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-22,24.2836,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-23,24.2218,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-27,24.1913,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-02-28,24.3436,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-01,24.3953,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-02,24.1776,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-03,24.2008,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-06,24.3739,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-07,24.4156,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-08,24.4169,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-09,24.3883,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-10,24.3109,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-14,24.617,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-15,24.7215,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-16,24.8748,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-17,24.9014,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-20,24.9661,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-21,24.9337,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-22,24.7017,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-23,24.8614,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-24,24.9609,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-27,24.9488,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-28,25.0476,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-29,25.1232,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-30,25.2683,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-03-31,25.3584,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-03,25.5255,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-05,25.8718,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-06,25.9614,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-07,25.9836,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-10,26.1971,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-11,26.4995,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-12,26.3986,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-13,26.4082,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-17,26.4104,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-18,26.3461,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-19,26.5287,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-20,26.7235,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-21,26.6562,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-24,26.9391,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-25,27.1496,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-26,27.1052,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-27,27.1443,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-04-28,27.1544,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-02,27.3182,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-03,27.3896,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-04,27.4598,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-05,27.2208,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-08,27.3241,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-09,27.3602,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-10,27.4962,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-11,27.4479,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-12,27.1417,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-15,27.3498,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-16,27.4638,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-17,27.3983,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-18,26.9417,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-19,26.7379,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-22,26.6525,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-23,26.3237,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-24,26.0027,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-25,26.2698,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-26,26.7615,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-29,26.4863,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-30,26.5065,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-05-31,26.765,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-01,26.8668,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-02,27.0666,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-05,27.318,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-06,27.3093,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-07,27.4116,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-08,27.4098,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-09,27.4745,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-12,27.3476,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-13,27.405,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-14,27.4115,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-15,27.3531,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-16,27.4527,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-19,27.5673,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-20,27.596,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-21,27.4521,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-22,27.3005,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-23,27.061,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-27,26.7346,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-28,26.8648,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-29,26.9546,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-06-30,27.0715,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-03,27.4249,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-04,27.4692,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-05,27.6191,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-06,27.7991,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-07,27.7643,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
2017-07-10,27.9207,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,119251,Debt,HDFC Short Term
