date,nav,fund_name,fund_code,category,short_name
2017-10-18,65.3251,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-23,65.3554,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-24,65.3784,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-25,65.3774,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-26,65.3935,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-27,65.4032,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-30,65.4105,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-10-31,65.4306,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-01,65.441,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-02,65.463,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-03,65.4831,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-06,65.5049,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-07,65.4945,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-08,65.5007,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-09,65.5169,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-10,65.5221,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-13,65.5457,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-14,65.4832,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-15,65.5057,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-16,65.4634,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-17,65.4967,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-20,65.6152,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-21,65.6238,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-22,65.5898,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-23,65.5758,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-24,65.5844,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-27,65.6073,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-28,65.6094,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-29,65.6276,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-11-30,65.6334,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-04,65.6693,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-05,65.6828,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-06,65.7008,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-07,65.7057,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-08,65.7076,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-11,65.6896,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-12,65.6771,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-13,65.6674,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-14,65.6616,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-15,65.6549,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-18,65.6839,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-19,65.6906,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-20,65.6589,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-21,65.6246,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-22,65.6008,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-26,65.6158,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-27,65.6238,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-28,65.5559,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2017-12-29,65.6443,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-01,65.7007,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-02,65.7142,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-03,65.7193,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-04,65.6972,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-05,65.7517,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-08,65.7907,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-09,65.7886,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-10,65.7498,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-11,65.7455,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-12,65.7498,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-15,65.796,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-16,65.7438,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-17,65.8155,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-18,65.8024,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-19,65.8118,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-22,65.8416,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-23,65.8746,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-24,65.8697,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-25,65.8631,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-29,65.8765,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-30,65.8701,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-01-31,65.8886,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-01,65.7926,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-02,65.8095,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-05,65.8383,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-06,65.8703,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-07,65.9225,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-08,65.9691,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-09,65.9767,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-12,66.0142,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-14,66.0453,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-15,66.0137,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-16,66.0283,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-20,66.0258,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-21,66.0003,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-22,65.9582,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-23,66.0078,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-26,66.0378,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-27,66.0321,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-02-28,66.0318,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-01,66.0242,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-05,66.0737,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-06,66.099,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-07,66.1847,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-08,66.2224,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-09,66.23,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-12,66.3143,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-13,66.3466,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-14,66.3585,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-15,66.4074,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-16,66.4861,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-19,66.5026,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-20,66.5098,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-21,66.516,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-22,66.5325,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-23,66.5522,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-26,66.5709,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-27,66.7242,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-03-28,66.7838,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-03,66.9017,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-04,66.9284,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-05,67.0389,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-06,67.058,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-09,67.0825,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-10,67.0202,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-11,66.9594,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-12,66.9669,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-13,66.9757,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-16,67.0076,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-17,67.0026,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-18,66.9675,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-19,66.8854,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-20,66.798,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-23,66.7829,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-24,66.7728,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-25,66.7111,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-26,66.6685,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-04-27,66.6555,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-02,66.7578,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-03,66.7672,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-04,66.768,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-07,66.841,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-08,66.8533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-09,66.7975,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-10,66.7784,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-11,66.7632,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-14,66.7439,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-15,66.69,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-16,66.6271,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-17,66.6011,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-18,66.6538,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-21,66.6655,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-22,66.6795,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-23,66.6766,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-24,66.677,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-25,66.7264,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-28,66.8041,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-29,66.8298,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-30,66.8586,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-05-31,66.8196,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-01,66.8003,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-04,66.8292,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-05,66.8516,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-06,66.8573,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-07,66.8108,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-08,66.8367,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-11,66.8711,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-12,66.8836,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-13,66.935,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-14,66.9616,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-15,66.9989,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-18,67.0632,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-19,67.0931,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-20,67.1294,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-21,67.1947,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-22,67.1925,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-25,67.2261,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-26,67.2327,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-27,67.2126,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-28,67.1765,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-06-29,67.1944,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-02,67.251,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-03,67.268,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-04,67.3154,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-05,67.3209,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-06,67.3381,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-09,67.3725,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-10,67.4006,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-11,67.4235,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-12,67.4921,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-13,67.5298,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-16,67.5563,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-17,67.6012,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-18,67.6088,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-19,67.6076,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-20,67.6137,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-23,67.637,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-24,67.6527,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-25,67.6642,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-26,67.6949,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-27,67.7173,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-30,67.7574,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-07-31,67.7943,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-01,67.8525,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-02,67.8723,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-03,67.8667,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-06,67.907,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-07,67.9125,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-08,67.9307,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-09,67.9745,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-10,67.9886,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-13,67.9826,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-14,67.9931,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-16,67.9898,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-20,68.0609,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-21,68.0792,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-23,68.0758,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-24,68.0783,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-27,68.1201,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-28,68.1251,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-29,68.125,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-30,68.1107,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-08-31,68.1102,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-03,68.1242,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-04,68.0687,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-05,68.0656,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-06,68.0769,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-07,68.1094,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
2018-09-10,68.0298,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,119533,Large Cap,HDFC Top 100
